SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_risk_score,actual_churn
0,0,0,6,1,1,79.05,434.5,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.16,1
0,0,0,9,1,1,76.25,684.85,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.58,0
0,1,1,72,1,1,114.05,8468.2,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.01,0
1,1,0,71,0,1,52.3,3765.05,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0.21,0
0,1,1,71,1,1,19.6,1387.45,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0,0
0,1,0,64,1,1,94.6,5948.7,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,0.08,0
0,1,1,28,1,1,19.55,543.8,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.13,0
0,1,1,70,1,1,115.15,8250.0,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.03,0
1,0,0,39,1,1,95.65,3759.05,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.55,1
0,1,1,16,1,0,20.4,321.4,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.06,0
1,1,0,66,1,1,110.85,7491.75,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,0.23,1
1,0,0,21,1,1,95.4,2025.1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.57,0
0,0,0,44,1,1,84.8,3862.55,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0.34,1
1,1,0,54,1,1,99.1,5437.1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,0.32,0
0,0,0,4,1,0,56.75,245.15,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.37,0
1,1,0,60,1,1,110.0,6668.35,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.14,0
0,0,0,26,1,1,92.4,2349.8,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.47,0
0,1,1,24,1,0,78.6,1846.65,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,0.07,0
0,1,1,53,1,1,19.4,1110.35,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.08,0
0,1,1,46,1,0,19.4,958.15,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.01,0
0,1,1,56,1,0,88.9,4968.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,0.22,0
0,0,0,7,1,1,59.1,369.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.17,0
0,0,0,1,1,0,85.8,85.8,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.78,1
0,0,0,1,1,1,45.55,45.55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.82,0
0,1,0,60,1,0,19.95,1258.15,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.02,0
0,1,0,61,1,1,20.55,1252.0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.04,0
0,1,0,42,0,0,33.55,1445.3,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0.12,1
0,0,0,27,1,0,19.85,470.0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.0,0
0,1,1,9,1,1,85.35,754.65,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.64,1
0,1,0,72,1,0,20.05,1423.65,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0,0
0,0,0,23,1,1,19.65,478.1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.02,0
1,0,0,47,1,1,95.05,4504.55,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,0.35,1
1,1,0,54,1,1,18.95,1031.1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.04,0
1,1,0,2,1,1,95.5,181.65,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0.8,0
0,1,0,38,0,1,60.0,2193.2,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0.07,0
1,1,0,47,1,0,99.7,4747.2,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.42,0
0,1,0,22,1,1,56.25,1292.2,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.11,0
0,1,0,2,1,1,91.45,171.45,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.74,0
0,1,1,72,1,0,79.05,5730.7,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.06,0
1,1,0,58,0,1,45.3,2651.2,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.32,1
0,1,1,69,1,1,79.2,5420.65,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0.02,0
0,0,0,18,1,0,69.5,1199.4,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0.05,0
0,1,1,55,1,0,20.0,1087.25,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.03,0
0,0,0,46,1,1,101.1,4674.4,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,0.25,0
0,0,0,5,1,1,19.25,86.05,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.1,0
0,0,0,4,0,1,33.65,137.85,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.48,1
1,0,0,5,1,1,89.5,477.7,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.51,1
0,1,1,65,1,0,61.35,3874.1,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.06,0
0,0,0,35,1,0,21.45,705.45,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0,0
1,0,0,45,1,1,97.05,4385.05,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,0.34,0
0,0,0,2,1,0,19.9,57.4,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.32,0
0,1,1,22,1,1,80.15,1790.65,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.58,0
0,1,1,70,1,0,68.95,4858.7,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,0.09,0
0,1,1,30,1,0,66.3,1923.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.07,0
0,0,0,61,1,1,107.75,6521.9,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0.23,0
0,0,0,29,1,0,20.35,617.35,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.0,0
0,1,0,61,1,1,105.55,6281.45,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.32,1
0,1,1,25,1,1,90.4,2178.6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,0.53,1
0,1,0,71,1,1,113.15,7953.25,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,0.28,0
0,1,0,1,0,0,35.0,35.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.84,0
0,1,1,62,1,1,70.45,4300.45,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.21,0
0,1,0,64,1,1,73.55,4764.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.12,0
0,1,1,64,1,1,90.6,5817.45,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0.0,0
1,1,0,29,1,1,84.3,2357.75,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.68,0
0,0,0,2,1,1,70.75,146.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.42,1
0,0,0,1,1,0,19.65,19.65,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.16,0
0,0,0,1,1,0,50.65,50.65,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.37,1
0,1,1,45,1,1,24.65,1171.3,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.02,0
0,0,0,66,1,1,114.3,7383.7,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,0.21,0
0,1,0,54,1,0,106.55,5763.3,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,0.32,1
0,1,1,70,1,1,80.4,5717.85,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.0,0
1,1,0,37,1,1,92.5,3473.4,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.61,1
1,0,0,3,1,1,79.9,260.9,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.65,1
0,0,1,23,1,1,55.3,1284.2,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.08,0
1,1,0,60,1,1,100.5,6029.0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0.49,0
0,0,0,35,0,1,33.45,1175.85,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.08,0
0,1,1,27,1,0,74.4,1972.35,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.23,0
0,1,1,24,0,1,52.5,1208.15,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,0.03,0
1,0,0,2,1,1,93.85,170.85,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.97,1
0,1,0,67,1,1,90.6,6056.15,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,0.07,1
0,0,0,2,1,1,47.8,92.45,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.64,1
0,0,0,1,1,0,20.4,20.4,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.16466666666666666,1
0,0,1,1,1,1,79.35,79.35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.9,1
0,0,0,14,1,1,54.25,773.2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.1,0
1,0,0,38,1,0,94.75,3653.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.39,0
0,0,0,1,1,1,70.1,70.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.93625,1
0,1,0,2,1,1,70.4,154.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.63,0
0,0,0,12,1,1,78.95,927.35,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.35,1
0,1,1,31,1,0,98.05,3082.1,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0.16,0
0,0,1,35,1,1,72.1,2495.15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,0.48,0
1,1,0,72,1,1,109.55,7920.7,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0.04,0
0,1,1,8,1,1,94.2,777.3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.35,1
0,1,0,10,1,1,98.5,1037.75,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.91,1
1,0,0,5,1,1,69.05,318.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.64,1
0,1,1,63,1,0,83.5,5435.0,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,0.02,0
0,1,0,71,1,0,25.6,1888.25,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.0,0
1,0,0,46,1,1,104.45,4863.85,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.4,0
0,1,1,52,1,0,23.05,1255.1,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.02,0
0,0,0,1,1,0,46.3,46.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5,1
0,0,0,1,1,0,79.6,79.6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.99,1
0,0,0,72,1,1,112.75,8192.6,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.01,0
0,0,0,3,1,0,83.75,247.25,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.47,1
0,1,0,28,1,0,60.9,1785.65,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.02,0
0,1,1,39,1,0,51.05,2066.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.06,0
0,0,0,33,1,0,25.7,826.1,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.09,0
0,0,0,12,0,0,60.65,743.3,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,0.17,0
0,1,1,1,1,1,74.5,74.5,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9,1
0,0,0,6,1,0,78.65,483.3,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,0.25,0
0,0,0,3,1,1,86.05,244.85,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.44,0
0,0,0,4,1,1,88.45,370.65,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.58,1
0,1,1,34,1,1,89.85,3091.75,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.29,0
0,0,0,1,1,0,19.95,19.95,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.15166666666666667,0
1,0,0,15,1,1,96.3,1426.75,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,0.48,1
0,0,1,1,0,0,24.75,24.75,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.48,1
0,0,0,3,1,1,50.65,151.3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.58,1
0,0,0,1,1,1,20.1,20.1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.71,1
0,0,0,3,1,0,20.25,71.2,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.16,0
0,1,1,30,1,0,80.8,2369.3,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.04,0
0,0,0,5,1,0,53.85,259.8,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.3,1
1,0,0,68,1,1,20.0,1396.0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.01,0
0,0,0,1,1,0,20.35,20.35,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.16466666666666666,0
0,0,0,5,1,1,80.0,412.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.71,1
0,0,0,1,1,0,71.1,71.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.35,1
0,1,1,13,1,0,20.0,218.55,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.01,0
0,0,0,35,1,0,80.05,2835.9,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.67,0
0,1,1,4,1,1,69.55,284.9,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.49,0
0,0,0,9,0,1,24.95,190.25,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.64,0
1,0,0,45,1,1,85.7,3778.1,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.16,0
0,1,0,21,0,0,28.5,629.35,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.28,0
0,0,0,26,1,1,88.8,2274.35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.39,1
0,0,0,1,1,1,85.0,85.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.95,1
1,0,0,2,1,1,88.55,179.25,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.98,1
0,0,0,11,1,0,70.5,829.3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,0.37,0
0,1,0,59,1,1,109.15,6557.75,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0.21,0
0,1,0,31,1,1,83.85,2674.15,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.56,0
0,1,1,54,1,1,24.75,1342.15,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.02,0
0,0,1,16,1,1,19.3,360.35,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.08,0
1,0,0,9,1,0,54.55,494.05,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.32,1
0,0,0,21,1,1,97.35,2119.5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.64,1
0,0,0,1,1,0,20.75,20.75,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.04,0
0,0,0,23,1,0,54.4,1249.25,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.48,0
1,1,0,7,1,1,74.4,527.9,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.71,1
0,0,0,21,1,0,103.85,2215.0,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,0.52,0
0,1,0,65,1,1,107.65,7082.85,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.15,0
0,0,0,4,0,1,44.55,174.3,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.76,1
0,1,1,72,1,0,111.95,8033.1,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.04,0
1,1,0,68,0,1,41.95,2965.75,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,0.05,0
0,1,1,67,1,0,84.8,5598.3,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.09,0
0,0,0,1,1,1,79.25,79.25,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.96,1
0,1,0,69,1,1,95.65,6744.2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,0.22,0
0,0,0,60,1,1,89.9,5450.7,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.36,0
0,0,0,3,1,1,88.35,262.05,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,0.32,1
0,1,1,63,0,0,59.0,3707.6,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,0.12,0
0,1,1,71,1,1,91.25,6589.6,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0.01,0
0,0,0,35,1,1,85.95,3110.1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0.07,1
0,0,0,34,1,1,70.0,2416.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3,1
0,1,1,53,1,1,69.7,3729.6,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,0.02,0
0,1,0,17,0,0,34.4,592.75,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.08,0
0,0,1,1,1,1,60.0,60.0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.39,1
0,1,0,56,1,1,80.9,4557.5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0.32,0
0,1,1,7,1,1,49.75,331.3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.21,1
0,1,0,67,1,1,111.3,7567.2,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.37,0
0,0,0,11,1,1,60.9,688.5,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0.1,0
0,0,1,1,1,1,20.25,20.25,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.2816666666666667,0
0,0,0,2,1,0,24.85,62.0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.12,0
0,1,0,69,1,0,105.35,7240.65,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0.07,0
0,0,0,1,1,1,79.95,79.95,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.85,1
0,0,0,21,1,1,90.05,1862.9,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.47,0
1,1,0,72,1,1,97.25,7133.1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,0.15,0
1,0,0,2,1,1,84.05,186.05,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.97,0
0,0,0,57,1,0,20.75,1118.8,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.02,0
0,0,0,1,1,1,89.55,89.55,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.45,1
0,1,0,4,1,1,80.6,319.15,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.5,1
0,0,0,2,1,0,19.4,61.05,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.2,0
0,0,0,9,1,1,76.85,663.55,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.55,0
0,0,0,71,1,0,111.3,7985.9,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0.03,0
0,1,1,13,1,0,18.8,251.25,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.39,0
0,1,1,50,1,1,44.8,2230.85,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.1,0
1,1,0,10,1,1,89.8,914.3,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.83,1
1,1,0,64,1,1,94.25,6081.4,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.11,0
0,1,1,1,1,1,69.8,69.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.92,1
0,0,0,2,0,1,24.9,49.7,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.69,0
0,0,0,30,1,0,110.45,3327.05,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0.23,0
0,0,0,7,1,1,90.45,593.45,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.73,1
0,0,0,26,1,0,19.4,525.55,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.0,0
0,0,0,20,1,0,50.0,1003.05,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.2,0
0,1,0,72,1,1,26.0,1776.0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.0,0
0,1,1,13,1,0,55.95,734.35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.42,1
0,1,0,70,1,0,84.6,5706.2,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.05,0
0,0,0,3,0,1,29.75,96.85,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.41,0
0,0,0,2,1,1,76.5,162.45,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.79,1
1,1,0,72,1,1,115.75,8443.7,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.0,0
1,0,0,33,1,1,83.85,2716.3,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0.26,1
